,IIiii,StationName,ItemList,IP,NNnn,EEEee,lon,lat,Height,H_Gnd,ZoomLevel,Selected,Province,City,County,Town,Village,Country,Address0,Type,Note,Address,TZAir,ShareF,Property,Index0
114,K8229,白鹭湾,TRF,255.0.0.0,2837,12100,120.9992,28.61222,00410,00400,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪白鹭湾村(丘陵),区域站,中尺度,-         ,,,CT,
115,K8230,黄毛山,TRF,255.0.0.0,2835,12105,121.0769,28.57528,06470,06460,16,False,浙江,台州,黄岩区,平田乡,,黄岩区,黄岩区平田乡黄毛山村茶园(丘陵),区域站,中尺度,-         ,,,CT,
116,K8240,东城小学,TRF,255.0.0.0,2840,12117,121.3006,28.65111,260,00250,16,False,浙江,台州,黄岩区,东城街道,,黄岩区,黄岩区东城街道红三村东城小学(平原),区域站,中尺度,-         ,,,YN,
117,K8241,王林,TR,255.0.0.0,2841,12117,121.2867,28.685,00160,00150,16,False,浙江,台州,黄岩区,北城街道,,黄岩区,黄岩区北城街道王林村(平原),区域站,中尺度,-         ,,,YN,
118,K8242,长滩,TR,255.0.0.0,2840,12059,120.9892,28.66028,00930,00920,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区屿头乡三联村长滩丘陵),区域站,中尺度,-         ,,,CT,
119,K8243,岭根,TR,255.0.0.0,2833,12056,120.9364,28.54722,01320,01310,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇岭根村(丘陵),区域站,中尺度,-         ,,,CT,
120,K8244,下抱水库,TRF,255.0.0.0,2843,12113,121.2208,28.70972,01360,01350,16,False,浙江,台州,黄岩区,新前街道,,黄岩区,黄岩区新前街道石捣臼下抱水库(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,YN,R
121,K8245,南正顶,TR,255.0.0.0,2831,12051,120.8578,28.51028,09310,09300,16,False,浙江,台州,黄岩区,富山乡,,黄岩区,黄岩区富山乡南正顶(山地),区域站,中尺度,-         ,,,CT,
122,K8246,蒋东岙,TR,255.0.0.0,2837,12056,120.9275,28.6125,02730,02720,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡蒋东岙村独往脚(丘陵),区域站,中尺度,-         ,,,CT,
123,K8247,五尖山,TR,255.0.0.0,2840,12102,121.0386,28.66611,04340,04330,16,False,浙江,台州,黄岩区,北洋镇,,黄岩区,黄岩区北洋镇五尖山村(山地),区域站,中尺度,-         ,,,CT,
124,K8248,元同溪闸,PTURF,255.0.0.0,2837,12109,121.1458,28.62417,00150,00140,16,False,浙江,台州,黄岩区,头陀镇,,黄岩区,黄岩区头陀镇浦汇村元同溪闸(平原),区域站,中尺度,-         ,,,YN,
125,K8249,黄土岭,PTURF,255.0.0.0,2841,12114,121.2394,28.68306,00270,00260,16,False,浙江,台州,黄岩区,北城街道,,黄岩区,黄岩区北城街道黄土岭村(平原),区域站,中尺度,-         ,,,YN,
126,K8250,联丰,TR,255.0.0.0,2839,12104,121.0689,28.65278,00540,00530,16,False,浙江,台州,黄岩区,北洋镇,,黄岩区,黄岩区北洋镇联丰村(丘陵),区域站,中尺度,-         ,,,CT,
127,K8251,柑橘基地,PTURFESD,255.0.0.0,2838,12110,121.16778,28.60111,100,110,64,False,浙江,台州,黄岩区,澄江街道,,黄岩区,黄岩区澄江凤洋村柑橘实践基地,区域站,中尺度,-         ,0.0,,YN,
128,K8256,抱料,TR,255.0.0.0,2834,12051,120.8456,28.55972,05420,05410,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡干坑村抱料(山地),区域站,中尺度,-         ,,,CT,
129,K8257,决要,TR,255.0.0.0,2832,12051,120.8467,28.5325,04800,04790,16,False,浙江,台州,黄岩区,富山乡,,,黄岩区富山乡决要村(丘陵),区域站,中尺度,-         ,,,CT,
130,K8258,福利,TRF,255.0.0.0,2836,12058,120.9708,28.6075,00720,00710,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇福利村(丘陵),区域站,中尺度,-         ,,,,
131,K8259,布袋坑,PTURF,255.0.0.0,2842,12057,120.9442,28.70056,06180,06170,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区屿头乡布袋山村布袋坑(山地),区域站,中尺度,-         ,,,,
132,K8262,科技备,TRFD,255.0.0.0,2840,12117,121.28,28.6725,00080,00070,32,False,浙江,台州,黄岩区,东城街道,,黄岩区,台州市科技学院-王西村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"高速铁路,YN",RF
133,K8270,东亚山庄,TRF,255.0.0.0,2836,12049,120.82,28.59833,09890,09880,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡大寺基东亚山庄(山地),区域站,中尺度,-         ,0.0,,"高山,CT",R
134,K8271,外金,TRF,255.0.0.0,2830,12053,120.8914,28.50778,05830,05820,16,False,浙江,台州,黄岩区,富山乡,,黄岩区,黄岩区富山乡南征顶村外金(山地),区域站,中尺度,-         ,0.0,,"高山,CT",RFH
135,K8272,牌门B,TRF,255.0.0.0,2832,12057,120.9522,28.52722,01220,01210,32,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇牌门(山地),区域站,中尺度,-         ,0.0,,"山区,CT",R
136,K8273,后岙,TRF,255.0.0.0,2839,12055,120.9097,28.66306,05410,05400,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区屿头乡兴安村后岙(山地),区域站,中尺度,-         ,0.0,,"山区,CT",RFH
137,K8274,前思岙,TRF,255.0.0.0,2829,12101,121.0247,28.48611,01860,01850,16,False,浙江,台州,黄岩区,上垟乡,,黄岩区,黄岩区上垟乡前思岙村(山地),区域站,中尺度,-         ,0.0,,"山区,CT",R
138,K8275,兴安,TURF,255.0.0.0,2839,12058,120.9594,28.65028,1130,01120,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区黄岩屿头乡兴安村(丘陵),区域站,中尺度,-         ,,,CT,
139,K8276,董岙,TURF,255.0.0.0,2834,12101,121.0181,28.56167,380,00370,16,False,浙江,台州,黄岩区,上垟乡,,黄岩区,黄岩区上垟乡董岙村桔山(水库),区域站,中尺度,-         ,,,CT,
140,K8282,宁溪B,PTURF,255.0.0.0,2834,12057,120.9753,28.58167,1520,1510,4,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇桥亭居(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,CT",RF
141,K8283,柑橘所,PTURF,255.0.0.0,2839,12109,121.1564,28.64278,00610,00600,16,False,浙江,台州,黄岩区,头陀镇,,黄岩区,黄岩区浙江柑橘研究所-前陈村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区、柑橘,YN",RF
142,K8301,路桥,PTURFNMO,255.0.0.0,2835,12121,121.3503,28.57528,00060,00050,5,False,浙江,台州,路桥区,路桥街道,,路桥区,路桥区路桥中学操场(平原),区域站,中尺度,-         ,0.0,SHARED_VER,铁路JQG,RF
143,K8302,横街,PTURF,255.0.0.0,2832,12127,121.4456,28.52778,00060,00050,12,False,浙江,台州,路桥区,横街镇,,路桥区,路桥区横街镇九龙村康轩农场(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
144,K8303,金清,PTURFV,255.0.0.0,2830,12130,121.4972,28.51583,00040,00030,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清分水气象哨(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线JQG,RF
145,K8304,白果,PTURF,255.0.0.0,2829,12137,121.62174,28.48386,00780,00770,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇白果山岛上(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,RFH
146,K8305,黄琅,PTURF,255.0.0.0,2832,12136,121.5967,28.52611,00030,00020,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清黄琅海塘管理处(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海,RF
147,K8306,桐屿,PTURF,255.0.0.0,2835,12120,121.3344,28.58556,00090,00080,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿小学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,枇杷铁路JQG,RF
148,K8307,机场,PTURF,255.0.0.0,2833,12125,121.4222,28.55528,00050,00040,16,False,浙江,台州,路桥区,路南街道,,路桥区,台州民航站(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
149,K8308,新桥,PTURF,255.0.0.0,2830,12124,121.4036,28.51194,00050,00040,16,False,浙江,台州,路桥区,新桥镇,,路桥区,路桥区新桥镇长泾村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
150,K8309,蓬街,PTURF,255.0.0.0,2833,12128,121.4694,28.55445,00060,00050,16,False,浙江,台州,路桥区,蓬街镇,,路桥区,路桥区蓬街私立中学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
151,K8310,峰江,PTURF,255.0.0.0,2833,12122,121.3681,28.54861,00110,00100,16,False,浙江,台州,路桥区,峰江街道,,路桥区,路桥区峰江白枫岙村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
152,K8311,水厂,PTURF,255.0.0.0,2834,12120,121.33,28.56083,00110,00100,16,False,浙江,台州,路桥区,螺洋街道,,路桥区,路桥区螺洋樟岙水厂(平原),区域站,中尺度,-         ,1.0,SHARED_VER,铁路JQG,RF
153,K8312,农垦场,PTURF,255.0.0.0,2830,12135,121.5872,28.50805,00060,00050,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇台州农垦场(平原),区域站,中尺度,-         ,0.0,,"沿海,高速,GS",RF
154,K8313,启明村,PTURF,255.0.0.0,2834,12131,121.51892,28.56807,00060,00050,16,False,浙江,台州,路桥区,蓬街镇,,路桥区,路桥区蓬街镇沃民社区超藤合作社(平原),区域站,中尺度,-         ,0.0,,沿海，葡萄JQG TZW,RF
155,K8314,白果B,PTURF,255.0.0.0,2829,12137,121.6217,28.48389,00780,00770,32,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇白果山岛上(岛屿),区域站,中尺度,-         ,0.0,SHARED_VER,海岛,
156,K8315,三山,PTURFV,255.0.0.0,2834,12136,121.5944,28.56139,00610,00600,8,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇黄琅三山岛(岛屿),区域站,中尺度,-         ,1.0,,海岛航线TZW,RF
157,K8316,鹁鸪嘴,PTURFV,255.0.0.0,2833,12139,121.6422,28.55056,00260,00250,12,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇西廊岛鹁鸪嘴(岛屿),区域站,中尺度,-         ,1.0,,海岛航线,H
158,K8317,凉溪,PTURF,255.0.0.0,2837,12118,121.3067,28.61778,00260,00250,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿街道凉溪村(平原),区域站,中尺度,-         ,,,JQG,
159,K8318,东风村,PTURFV,255.0.0.0,2834,12119,121.3083,28.56417,00060,00050,16,False,浙江,台州,路桥区,螺洋街道,,路桥区,路桥区螺洋街道东风村(平原),区域站,中尺度,-         ,,,JQG,
160,K8319,三山B,PTURF,255.0.0.0,2834,12136,121.5944,28.56139,00610,00600,32,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇黄琅三山岛(岛屿),区域站,中尺度,-         ,,,,
161,K8320,湖屿岛,PTURFV,255.0.0.0,2828,12140,121.6653,28.45833,00430,00420,16,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇湖屿岛(岛屿),区域站,中尺度,-         ,,SHARED_VER,海岛航线,
162,K8321,保全小学,PTURF,255.0.0.0,2831,12123,121.3761,28.52889,00060,00050,16,False,浙江,台州,路桥区,峰江街道,,路桥区,路桥区峰江街道保全小学-李蓍埭村(平原),区域站,中尺度,-         ,,,JQG,
163,K8322,路桥高速,TURFVD,255.0.0.0,2833,12132,121.5392,28.55556,00060,00050,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇沿海高速路桥(平原),区域站,中尺度,-         ,1.0,,"高速,GSJQG",
164,K8323,横街小学,PTURF,255.0.0.0,2832,12126,121.4328,28.53583,00070,00060,16,False,浙江,台州,路桥区,横街镇,,路桥区,路桥区横街镇小学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,
165,K8324,飞龙湖,PTURF,255.0.0.0,2836,12120,121.3358,28.60444,00110,00100,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿街道飞龙湖(平原),区域站,中尺度,-         ,,,JQG,
166,K8325,联盟闸,PTURF,255.0.0.0,2831,12133,121.5478,28.52083,00040,00030,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇联盟村联盟闸(平原),区域站,中尺度,-         ,,,JQG,
167,K8326,龙头王村,TR,255.0.0.0,2835,12124,121.3919,28.58139,00060,00050,16,False,浙江,台州,路桥区,路桥街道,,路桥区,路桥区路桥街道龙头王村(平原),区域站,中尺度,-         ,,,,
168,K8327,下陶村,TRF,255.0.0.0,2832,12124,121.3953,28.53639,00060,00050,16,False,浙江,台州,路桥区,峰江街道,,路桥区,路桥区峰江街道下陶村(平原),区域站,中尺度,-         ,,,,
169,K8328,会展中心,TR,255.0.0.0,2836,12122,121.3692,28.5975,00060,00050,16,False,浙江,台州,路桥区,路北街道,,路桥区,路桥区路北街道五洋社区会展中心(平原),区域站,中尺度,-         ,,,,
170,K8329,明珠学校,TURF,255.0.0.0,2831,12131,121.5147,28.52,00060,00050,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇联红村明珠外国语学校(平原),区域站,中尺度,-         ,,,,
171,K8330,北大附中,PTURF,255.0.0.0,2836,12118,121.3047,28.60139,00070,00060,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿街道飞龙湖社区北大附中飞龙湖校区(平原),区域站,中尺度,-         ,,,,
172,K8340,上寺前,TR,255.0.0.0,2832,12120,121.3331,28.53889,00580,00570,16,False,浙江,台州,路桥区,螺洋街道,,,路桥区螺洋街道上寺前村上寺前水库(丘陵),区域站,中尺度,-         ,,,,
173,K8341,九琅山,TRF,255.0.0.0,2831,12127,121.4469,28.51472,00240,00230,16,False,浙江,台州,路桥区,横街镇,,,路桥区横街镇九龙村九琅山(平原),区域站,中尺度,-         ,,,,
174,K8401,石桥头,PTURF,255.0.0.0,2821,12128,121.4606,28.34945,00096,00086,12,False,浙江,台州,温岭市,石桥头镇,,温岭市,温岭市石桥头桥浦村农田(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RFH
175,K8402,黄茅山,PTURF,255.0.0.0,2832,12118,121.3078,28.52972,02110,02100,16,False,浙江,台州,温岭市,泽国镇,,温岭市,温岭市泽国镇黄茅山村山顶(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,RF
176,K8403,大溪,PTURF,255.0.0.0,2829,12114,121.2411,28.49111,00120,00110,8,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪太湖水库-太湖山村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,高速JQG,RF
177,K8404,松门,PTURF,255.0.0.0,2822,12134,121.5664,28.37111,00030,00020,16,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门川北小学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,沿海JQG,RFH
178,K8405,坞根,PTURF,255.0.0.0,2819,12116,121.2611,28.32472,00066,00056,12,False,浙江,台州,温岭市,坞根镇,,温岭市,温岭市坞根中学西山下村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,,RF
179,K8406,横峰,PTURF,255.0.0.0,2827,12120,121.3258,28.4475,00060,00050,16,False,浙江,台州,温岭市,横峰街道,,温岭市,温岭市横峰泵站-石刺头村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
180,K8407,石塘渔港,PTURFV,255.0.0.0,2815,12136,121.6039,28.24639,00260,00250,16,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇台风地标西侧(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,沿海,
181,K8408,新河,PTURF,255.0.0.0,2829,12128,121.4594,28.47806,00080,00070,8,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河中学-城东村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,
182,K8409,东海塘,PTURFV,255.0.0.0,2825,12136,121.6081,28.42222,00080,00070,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇东海围塘-东部新区管委会(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RFH
183,K8410,岙环,PTURF,255.0.0.0,2817,12124,121.3994,28.28611,00330,00320,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇岙环(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,沿海、高橙,RF
184,K8411,温峤,PTURF,255.0.0.0,2823,12118,121.3003,28.38389,00280,00270,16,False,浙江,台州,温岭市,温峤镇,,温岭市,温岭市温峤镇敬老院-上街村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,
185,K8412,箬横,PTURF,255.0.0.0,2824,12131,121.5228,28.39889,00060,00050,12,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇中学-解放村 (平原),区域站,中尺度,-         ,1.0,SHARED_VER,"西瓜航线,高速JQG",RF
186,K8413,滨海,PTURFV,255.0.0.0,2827,12134,121.5589,28.45056,00060,00050,4,False,浙江,台州,温岭市,滨海镇,,温岭市,温岭市滨海镇东片农场(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"沿海,西瓜,高速JQG",RFH
187,K8414,太湖山,PTURF,255.0.0.0,2830,12112,121.2019,28.49917,04080,04070,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪太湖山仰天湖-太湖山村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,高山JQG,RFH
188,K8415,九洞门,PTURF,255.0.0.0,2825,12140,121.6617,28.4125,00560,00550,8,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门镇横门村九洞门(海岛),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,
189,K8416,花芯,PTURF,255.0.0.0,2825,12127,121.4511,28.41556,01860,01850,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇花芯村花芯水库(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,山区JQG,RF
190,K8417,方山,PTURF,255.0.0.0,2825,12115,121.2528,28.42056,04650,04640,12,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山顶(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,高山JQG,
191,K8418,三蒜B,PTURF,255.0.0.0,2814,12138,121.6356,28.22111,00960,00950,32,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇三蒜岛(ZQZ-F3.2.1),区域站,中尺度,-         ,1.0,,海岛航线,RFH
192,K8419,实践基地,PTURF,255.0.0.0,2820,12137,121.6189,28.32583,00100,00090,12,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门镇实践基地(平原),区域站,中尺度,-         ,0.0,,沿海航线,
193,K8420,岭脚村,PTURF,255.0.0.0,2822,12117,121.2825,28.36194,00470,00460,16,False,浙江,台州,温岭市,温峤镇,,温岭市,温岭市温峤镇岭脚村(丘陵),区域站,中尺度,-         ,0.0,,山区,RF
194,K8421,山后村,PTURF,255.0.0.0,2819,12120,121.3311,28.32944,00470,00460,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇山后村(丘陵),区域站,中尺度,-         ,0.0,,山区,RF
195,K8422,火车站,PTURF,255.0.0.0,2829,12119,121.3236,28.48222,00100,00090,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭火车站(温岭市大溪镇利岙村)(平原),区域站,中尺度,-         ,0.0,,JQG,RF
196,K8423,城东,PTURF,255.0.0.0,2825,12123,121.3767,28.41195,00060,00050,16,False,浙江,台州,温岭市,城东街道,,温岭市,温岭市城东街道城东小学-润景花园(平原),区域站,中尺度,-         ,,,JQG,
197,K8424,城北,PTURF,255.0.0.0,2827,12124,121.3997,28.45722,00350,00340,16,False,浙江,台州,温岭市,城北街道,,温岭市,温岭市城北街道六份村(平原),区域站,中尺度,-         ,,,JQG,RF
198,K8425,三蒜,PTURFV,255.0.0.0,2814,12138,121.6356,28.23111,00960,00950,12,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇三蒜岛(岛屿),区域站,中尺度,-         ,1.0,,海岛航线,RFH
199,K8426,粮食功能区,PTURF,255.0.0.0,2825,12134,121.5644,28.41111,00070,00060,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇红升村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,西JQG,RFH
200,K8427,大溪高速,PTURFV,255.0.0.0,2828,12116,121.2619,28.46889,00060,00050,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪高速路口(平原),区域站,中尺度,-         ,1.0,,"高速,GSJQG",
201,K8429,泽国,PTURF,255.0.0.0,2829,12123,121.3794,28.48944,00110,00100,16,False,浙江,台州,温岭市,泽国镇,,温岭市,温岭市泽国镇万塘村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,甘蔗铁路JQG,
202,K8430,城西,PTURF,255.0.0.0,2823,12122,121.3681,28.39,00250,00240,16,False,浙江,台州,温岭市,城西街道,,温岭市,温岭市城西街道九龙学校(平原),区域站,中尺度,-         ,,,JQG,RF
203,K8441,泽国二小,PTURF,255.0.0.0,2830,12120,121.3361,28.49694,00060,00050,16,False,浙江,台州,温岭市,泽国镇,,温岭市,温岭市泽国镇二小(平原),区域站,中尺度,-         ,,,JQG,
204,K8442,长屿,PTURF,255.0.0.0,2826,12126,121.4358,28.43611,00310,00300,12,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇长屿硐天(丘陵),区域站,中尺度,-         ,1.0,,JQG,
205,K8443,高桥小学,PTURF,255.0.0.0,2829,12126,121.4331,28.48944,00110,00100,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇高桥小学(平原),区域站,中尺度,-         ,,,JQG,RF
206,K8444,东浦,PTURF,255.0.0.0,2821,12130,121.4997,28.345,00110,00100,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇东浦农场(平原),区域站,中尺度,-         ,,,高速,
207,K8445,北港,PTURF,255.0.0.0,2826,12139,121.6581,28.43167,00670,00660,16,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门镇龙门北港(岛屿),区域站,中尺度,-         ,,,,
208,K8446,城南小学,PTURF,255.0.0.0,2820,12124,121.4075,28.325,00310,00300,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇城南小学(平原),区域站,中尺度,-         ,,,,
209,K8447,温岭南,PTURFV,255.0.0.0,2820,12128,121.4594,28.32778,00110,00100,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇沿海高速(平原),区域站,中尺度,-         ,,,"高速,GS",
210,K8448,隔海岛,PTURF,255.0.0.0,2818,12139,121.6469,28.30389,00210,00200,16,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇隔海村(岛屿),区域站,中尺度,-         ,,,,
211,K8460,潘郎小学,PTURF,255.0.0.0,2827,12118,121.3058,28.45389,00110,00100,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇潘郎小学(平原),区域站,中尺度,-         ,,,JQG,
212,K8461,犁头咀,PTURF,255.0.0.0,2816,12126,121.4369,28.26556,00310,00300,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇犁头咀(岛屿),区域站,中尺度,-         ,,,,
213,K8462,伍佰屿,PTURF,255.0.0.0,2829,12137,121.6092,28.47694,00060,00050,16,False,浙江,台州,温岭市,滨海镇,,温岭市,温岭市滨海镇伍佰屿(岛屿),区域站,中尺度,-         ,,,,
214,K8463,温岭中学,PTURF,255.0.0.0,2822,12124,121.3969,28.37472,00070,00060,16,False,浙江,台州,温岭市,太平街道,,温岭市,温岭中学(平原),区域站,中尺度,-         ,,,JQG,
215,K8464,滨海中学,PTURF,255.0.0.0,2828,12131,121.5203,28.46833,00110,00100,16,False,浙江,台州,温岭市,滨海镇,,温岭市,温岭市滨海镇中学(平原),区域站,中尺度,-         ,,,JQG,
216,K8465,长屿小学,TURF,255.0.0.0,2827,12126,121.4406,28.45111,00070,00060,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇长屿小学(平原),区域站,中尺度,-         ,,,JQG,
217,K8466,青屿校区,PTURFV,255.0.0.0,2822,12115,121.2439,28.36361,00310,00300,16,False,浙江,台州,温岭市,温峤镇,,温岭市,温岭市温峤镇青屿校区(平原),区域站,中尺度,-         ,,,,
218,K8467,毛竹下,TR,255.0.0.0,2826,12115,121.2553,28.43833,00420,00410,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山村毛竹下(丘陵),区域站,中尺度,-         ,,,,
219,K8468,上洋工业区,TR,255.0.0.0,2826,12115,121.2506,28.43278,00430,00420,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山村上洋工业区(丘陵),区域站,中尺度,-         ,,,,
220,K8469,双溪村,TR,255.0.0.0,2827,12115,121.2419,28.45528,00260,00250,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇双溪村(丘陵),区域站,中尺度,-         ,,,,
221,K8470,翁岙村,TR,255.0.0.0,2831,12118,121.2917,28.51611,00380,00370,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇翁岙村(丘陵),区域站,中尺度,-         ,,,,
222,K8471,金路村,TR,255.0.0.0,2828,12125,121.4111,28.45861,00230,00220,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇金路村(平原),区域站,中尺度,-         ,,,,
223,K8472,楼岙村,TR,255.0.0.0,2827,12125,121.4231,28.44889,00240,00230,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇楼岙村(平原),区域站,中尺度,-         ,,,,
224,K8473,屿头村,TR,255.0.0.0,2827,12126,121.4375,28.44667,00260,00250,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇屿头村(平原),区域站,中尺度,-         ,,,,
225,K8474,长屿村,TR,255.0.0.0,2827,12127,121.4456,28.44667,00270,00260,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇长屿村(平原),区域站,中尺度,-         ,,,,
226,K8475,下呈村,TR,255.0.0.0,2818,12115,121.2569,28.30278,00360,00350,16,False,浙江,台州,温岭市,坞根镇,,温岭市,温岭市坞根镇下呈村(平原),区域站,中尺度,-         ,,,,
227,K8476,东门村,TR,255.0.0.0,2820,12113,121.2178,28.33389,00190,00180,16,False,浙江,台州,温岭市,坞根镇,,温岭市,温岭市坞根镇东门村(平原),区域站,中尺度,-         ,,,,
228,K8477,紫荆校区,PTURF,255.0.0.0,2824,12137,121.6108,28.405,00040,00030,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇(东部新区)太平小学紫荆校区(平原),区域站,中尺度,-         ,,,,
229,K8490,犁头咀B,PTURF,255.0.0.0,2816,12126,121.4369,28.26556,00310,00300,32,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇犁头咀(ZQZ-B),区域站,中尺度,-         ,,,,
230,K8491,方山B,PTURF,255.0.0.0,2825,12115,121.2428,28.42056,04650,04640,32,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山顶(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,高山JQG,
