,IIiii,tTime,P02,P08,P14,P20,Pa,Px,Pn,P002,P008,P014,P020,P0a,T02,T08,T14,T20,Ta,Tx,Tn,Tw02,Tw08,Tw14,Tw20,E02,E08,E14,E20,Ea,U02,U08,U14,U20,Ua,Un,N02,N08,N14,N20,Na,Nl02,Nl08,Nl14,Nl20,Nla,C02,C08,C14,C20,V02,V08,V14,V20,R20_08,R08_20,R20_20,WW,Ls,Lb,Zd,Zp,dF02,fF02,dF08,fF08,dF14,fF14,dF20,fF20,Fa,dFx,fFx,dFy,fFy,S,D0002,D0008,D0014,D0020,D00a,D00x,D00n,D0502,D0508,D0514,D0520,D05a,D1002,D1008,D1014,D1020,D10a,D1502,D1508,D1514,D1520,D15a,D2002,D2008,D2014,D2020,D20a,Tn_Tmr,R08_Tmr
265,K8512,2022-02-10,10200,10219,10191,10212,10206,10226,10187,10232,10251,10223,10244,10238,76,81,113,79,87,117,70,-9999,-9999,-9999,-9999,91,80,84,77,83,87,74,63,72,74,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NW,8,NNE,14,ENE,20,NE,26,17,ENE,49,ENE,86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,K8622,2022-02-10,10231,10248,10219,10233,10233,10258,10215,10246,10263,10234,10248,10248,64,65,98,77,76,107,60,-9999,-9999,-9999,-9999,95,82,77,75,82,99,85,64,71,80,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,W,29,WNW,27,W,22,NNE,23,25,WSW,46,WSW,61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
267,K8623,2022-02-10,10107,10125,10097,10106,10109,10133,10094,10249,10267,10238,10248,10250,60,56,82,68,66,87,56,-9999,-9999,-9999,-9999,79,75,71,72,74,85,83,65,73,76,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,20,WNW,41,WNW,33,NNW,15,27,WNW,46,N,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
268,K8672,2022-02-10,9655,9671,9650,9664,9660,9681,9648,10243,10261,10236,10255,10249,33,27,58,29,37,62,26,-9999,-9999,-9999,-9999,74,70,71,68,71,96,95,77,90,90,74,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NW,46,NNW,22,N,20,NNE,17,26,NW,51,WNW,93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
269,K8673,2022-02-10,10230,10250,10226,10246,10238,10258,10223,10239,10259,10235,10255,10247,68,69,89,74,75,91,66,-9999,-9999,-9999,-9999,85,80,74,67,76,86,80,65,65,74,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,SW,31,E,34,E,36,ENE,41,36,ENE,70,ENE,114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
270,K8674,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,67,99,82,79,102,61,-9999,-9999,-9999,-9999,95,85,76,75,83,97,87,62,69,79,61,0,0,0,0,0,0,0,0,0,0,,,,,99,300,300,276,2,-1,2,,-9999,-9999,-1,-1,ESE,6,SSW,9,NNE,17,ESE,17,12,NNE,29,N,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,71,141,88,93,72,71,160,92,99,1701,0,501,1101,826,71,65,141,88,91,-9999,-9999
271,K8675,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,63,94,77,75,98,61,-9999,-9999,-9999,-9999,92,90,74,76,83,94,94,63,72,81,61,0,0,0,0,0,0,0,0,0,0,,,,,147,168,300,231,4,-1,4,,-9999,-9999,-1,-1,NNW,13,SE,4,WNW,15,SSE,6,10,WNW,26,WNW,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63,63,139,77,86,63,63,158,81,91,1701,2352,501,1101,1414,63,59,139,77,84,-9999,-9999
272,K8676,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40,30,52,42,41,57,27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,1,6,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
273,K8677,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46,44,78,55,56,93,43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
274,K8678,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,47,47,87,56,59,92,43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,SE,6,SE,10,ESE,8,SE,4,7,SE,14,SE,35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
275,K8679,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31,25,60,38,38,62,24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
276,K8510,2022-02-10,10163,10182,10155,10175,10169,10189,10151,10224,10243,10215,10236,10230,69,80,113,75,84,130,68,-9999,-9999,-9999,-9999,91,83,84,78,84,92,77,63,75,77,57,0,0,0,0,0,0,0,0,0,0,,,,,207,403,373,110,1,-1,1,,-9999,-9999,-1,-1,NNW,15,N,20,E,30,NNE,23,22,NNE,47,NNE,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
277,K8620,2022-02-10,10205,10223,10200,10219,10212,10233,10197,10229,10247,10224,10243,10236,64,66,92,68,72,94,63,-9999,-9999,-9999,-9999,90,84,78,72,81,94,86,67,73,80,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,29,NNE,50,N,52,N,49,45,NNE,64,NNE,97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
278,K8621,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73,74,100,78,81,113,70,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NNE,18,NNE,25,NNE,27,NE,22,23,NNE,37,N,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
279,K8682,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,49,49,74,52,56,80,45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,13,N,16,NNE,19,ENE,12,15,NNW,25,E,61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
280,K8683,2022-02-10,10224,10242,10218,10237,10230,10252,10216,10256,10275,10250,10269,10262,71,71,93,73,77,96,68,-9999,-9999,-9999,-9999,87,83,78,78,82,86,82,67,76,78,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NW,23,NNW,25,E,22,ENE,19,22,NNW,30,E,74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
281,K8684,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,58,53,79,67,64,81,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
282,K8685,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50,53,90,54,62,96,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
283,K8686,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53,53,87,59,63,89,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
284,K8687,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,37,33,67,39,44,76,31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
285,K8688,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50,49,87,55,60,90,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
286,K8689,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36,35,76,36,46,78,31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
287,K8690,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35,26,52,38,38,54,24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,NNW,21,N,28,N,39,N,17,26,N,49,NNW,76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
288,K8691,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63,69,104,76,78,122,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,0,C,0,C,0,C,0,0,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
289,K8692,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42,42,75,43,50,76,38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
290,K8693,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42,42,76,43,51,83,38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
291,K8694,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,41,40,79,44,51,81,38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
292,K8201,2022-02-10,10180,10197,10171,10187,10184,10207,10168,10237,10254,10228,10244,10241,70,71,97,73,78,104,67,-9999,-9999,-9999,-9999,89,75,77,75,79,89,74,64,73,75,61,0,0,0,0,0,0,0,0,0,0,,,,,160,350,350,133,-1,-1,-1,,-9999,-9999,-1,-1,NNW,7,N,19,ESE,21,E,29,19,E,45,E,72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
293,K8271,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,39,41,60,39,45,78,34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,1,NW,6,WSW,9,NW,8,6,N,22,NE,43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
294,K8401,2022-02-10,10221,10238,10219,10235,10228,10251,10216,10233,10250,10231,10247,10240,70,75,96,77,80,98,69,-9999,-9999,-9999,-9999,92,86,89,76,86,92,83,75,73,81,67,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NW,16,N,25,NE,28,NNE,38,27,NNE,50,NE,83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
295,K8427,2022-02-10,10228,10245,10220,10239,10233,10256,10218,10235,10252,10227,10246,10240,72,81,104,77,84,111,69,-9999,-9999,-9999,-9999,94,83,86,80,86,93,77,68,76,78,61,0,0,0,0,0,0,0,0,0,0,,,,,169,200,200,67,-1,-1,-1,,-9999,-9999,-1,-1,C,0,ENE,4,E,20,ENE,27,13,E,31,ESE,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
296,K8429,2022-02-10,10227,10245,10222,10239,10233,10256,10219,10241,10259,10236,10253,10247,67,77,101,73,80,110,65,-9999,-9999,-9999,-9999,98,88,84,81,88,100,84,68,79,83,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,NE,27,E,15,ENE,20,16,E,36,ENE,78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
297,K8627,2022-02-10,10173,10191,10171,10186,10180,10203,10169,10235,10253,10233,10248,10242,67,69,88,72,74,93,65,-9999,-9999,-9999,-9999,98,93,85,78,88,100,94,75,77,86,73,0,0,0,0,0,0,0,0,0,0,,,,,393,500,500,294,-1,-1,-1,,-9999,-9999,-1,-1,N,42,N,73,NNE,78,NNE,85,70,NE,99,NE,127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
298,K8628,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65,62,99,77,76,105,59,-9999,-9999,-9999,-9999,95,81,78,74,82,98,86,64,70,80,61,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,6,-1,6,,-9999,-9999,-1,-1,C,0,NE,14,N,20,NE,12,12,NE,26,NE,62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
299,K8701,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,45,-9999,73,57,58,78,44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0,0,0,0,-9999,0,0,0,,/,,,0,-9999,0,0,3,-1,3,,-9999,-9999,-1,-1,C,1,/,-9999,SE,10,WSW,9,7,SSE,17,SE,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
300,K8527,2022-02-10,9932,9950,9925,9942,9937,9957,9920,10227,10245,10218,10237,10232,54,63,87,58,66,105,53,-9999,-9999,-9999,-9999,88,85,85,77,84,98,89,76,84,87,69,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,NNE,42,NNE,27,ENE,48,NE,73,48,NE,91,NE,118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
301,K8530,2022-02-10,10218,10237,10213,10232,10225,10246,10209,10223,10242,10218,10237,10230,75,81,107,81,86,112,73,-9999,-9999,-9999,-9999,91,81,84,78,84,88,75,65,72,75,64,0,0,0,0,0,0,0,0,0,0,,,,,155,246,169,113,-1,-1,-1,,-9999,-9999,-1,-1,C,2,NE,23,ENE,42,NE,34,25,ENE,51,ENE,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,76,169,86,100,71,76,169,92,102,1701,2358,556,1101,1429,71,69,151,86,94,-9999,-9999
302,K8604,2022-02-10,10194,10212,10183,10202,10198,10221,10181,-9999,-9999,-9999,-9999,-9999,64,69,102,74,77,106,64,-9999,-9999,-9999,-9999,87,78,76,73,78,91,78,61,71,75,55,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNE,4,NE,12,ESE,14,E,9,10,NNW,28,NNE,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
303,K8643,2022-02-10,9304,9318,9298,9306,9306,9327,9296,10277,10294,10269,10282,10280,11,4,27,10,13,32,2,-9999,-9999,-9999,-9999,66,63,70,66,66,100,100,95,100,99,93,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,1,5,,-9999,-9999,-1,-1,NW,59,N,57,WNW,39,NE,29,46,N,79,NW,98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
304,K8644,2022-02-10,10070,10086,10061,10079,10074,10094,10059,10241,10258,10232,10251,10246,52,56,90,59,64,93,51,-9999,-9999,-9999,-9999,87,85,76,75,81,98,93,66,81,84,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,S,3,E,15,NE,18,NE,15,13,NE,35,NE,56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
305,K8646,2022-02-10,10171,10188,10160,10180,10175,10197,10158,10247,10264,10236,10256,10251,61,60,100,68,72,103,55,-9999,-9999,-9999,-9999,94,93,81,78,86,100,100,66,79,86,59,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,ESE,5,WNW,7,E,9,SSE,18,10,W,28,SSE,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
306,K8703,2022-02-10,8998,9013,8994,9003,9002,9020,8992,10126,10145,10122,10136,10132,-4,-17,-2,-8,-8,2,-19,-9999,-9999,-9999,-9999,59,54,60,58,58,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,20,20,,-9999,-9999,-1,-1,C,0,C,0,C,0,C,0,0,NNW,25,NNW,36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
