,IIiii,tTime,P02,P08,P14,P20,Pa,Px,Pn,P002,P008,P014,P020,P0a,T02,T08,T14,T20,Ta,Tx,Tn,Tw02,Tw08,Tw14,Tw20,E02,E08,E14,E20,Ea,U02,U08,U14,U20,Ua,Un,N02,N08,N14,N20,Na,Nl02,Nl08,Nl14,Nl20,Nla,C02,C08,C14,C20,V02,V08,V14,V20,R20_08,R08_20,R20_20,WW,Ls,Lb,Zd,Zp,dF02,fF02,dF08,fF08,dF14,fF14,dF20,fF20,Fa,dFx,fFx,dFy,fFy,S,D0002,D0008,D0014,D0020,D00a,D00x,D00n,D0502,D0508,D0514,D0520,D05a,D1002,D1008,D1014,D1020,D10a,D1502,D1508,D1514,D1520,D15a,D2002,D2008,D2014,D2020,D20a,Tn_Tmr,R08_Tmr
307,K8704,2022-02-10,10176,10193,10164,10178,10178,10200,10162,10246,10263,10233,10248,10248,57,59,97,67,70,109,56,-9999,-9999,-9999,-9999,84,80,73,76,78,92,86,61,77,79,59,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,W,3,W,10,NW,13,SE,28,14,SE,32,ESE,66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
308,K8517,2022-02-10,10194,10213,10185,10203,10199,10220,10180,10218,10237,10208,10227,10222,76,81,114,82,88,127,71,-9999,-9999,-9999,-9999,91,81,84,80,84,87,75,62,74,74,58,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNE,33,NNE,27,NNE,27,NE,37,31,ENE,55,NE,87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
309,K8518,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,72,81,115,79,87,118,71,-9999,-9999,-9999,-9999,96,84,80,71,83,95,78,59,67,75,57,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,C,2,E,9,N,10,5,ENE,17,NE,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
310,K8608,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62,62,110,76,78,123,56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,NW,8,NNW,10,SE,11,7,N,24,N,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
311,K8609,2022-02-10,10142,10158,10134,10152,10146,10167,10131,10245,10262,10237,10255,10250,60,63,88,65,69,91,59,-9999,-9999,-9999,-9999,87,84,79,75,81,93,88,70,78,82,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,NNE,9,NNW,18,NNE,24,NE,17,17,NNE,41,NNE,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312,K8652,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,71,83,76,75,85,68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,N,57,NNE,81,NNE,74,NNE,74,72,NE,97,NE,126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
313,K8655,2022-02-10,10215,10234,10210,10229,10222,10245,10209,10254,10273,10249,10268,10261,67,69,92,71,75,94,66,-9999,-9999,-9999,-9999,88,83,74,74,80,90,83,64,73,78,61,0,0,0,0,0,0,0,0,0,0,,,,,322,378,457,142,-1,-1,-1,,-9999,-9999,-1,-1,ENE,28,NE,53,NE,48,ENE,45,44,NE,60,NE,103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,72,69,103,81,81,73,69,103,85,82,1701,2301,548,1101,1413,72,69,100,81,80,-9999,-9999
314,K8708,2022-02-10,10153,10171,10141,10148,10153,10177,10139,10249,10267,10237,10244,10249,56,55,86,67,66,88,53,-9999,-9999,-9999,-9999,85,77,71,77,78,93,85,64,78,80,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,ENE,10,ENE,6,NNW,19,ESE,4,10,N,33,N,48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
315,K8709,2022-02-10,9718,9734,9709,9715,9719,9742,9706,10263,10281,10253,10261,10264,30,25,55,37,37,59,24,-9999,-9999,-9999,-9999,76,0,73,0,37,100,0,81,0,45,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,8,1,9,,-9999,-9999,-1,-1,C,0,NNE,4,N,15,C,1,5,N,13,NE,33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
316,K8475,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75,79,112,80,86,116,70,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
317,K8476,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,72,79,108,79,84,116,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
318,K8477,2022-02-10,10226,10242,10224,10238,10232,10255,10220,10231,10247,10229,10243,10238,69,74,90,80,78,101,67,-9999,-9999,-9999,-9999,93,83,80,78,84,94,81,70,73,80,67,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,W,20,WNW,52,NW,36,WNW,41,37,WNW,55,NW,89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
319,K8619,2022-02-10,9499,9514,9495,9508,9504,9525,9493,10247,10266,10242,10261,10254,19,15,50,16,25,55,12,-9999,-9999,-9999,-9999,70,68,69,66,68,100,100,79,97,94,77,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,WNW,60,NNW,55,WNW,41,ESE,46,50,NW,90,NW,110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
320,K8668,2022-02-10,10145,10162,10137,10157,10150,10171,10135,10246,10263,10237,10258,10251,61,63,95,65,71,95,57,-9999,-9999,-9999,-9999,86,80,77,74,79,91,84,65,76,79,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NNW,29,NW,23,NNW,32,NNW,11,24,NNW,39,NNW,65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
321,K8669,2022-02-10,9596,9612,9592,9606,9602,9621,9590,10238,10256,10231,10251,10244,31,24,55,24,34,61,23,-9999,-9999,-9999,-9999,76,73,74,70,73,99,100,82,96,94,75,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,1,5,,-9999,-9999,-1,-1,WNW,52,NW,20,NNW,21,NE,28,30,WNW,61,W,82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,K8719,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55,61,97,66,70,106,55,-9999,-9999,-9999,-9999,85,79,71,78,78,94,84,59,80,79,57,0,0,0,0,0,0,0,0,0,0,,,,,194,209,350,139,3,-1,3,,-9999,-9999,-1,-1,WNW,22,NW,18,NW,39,E,3,20,WNW,42,W,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
323,K8720,2022-02-10,10088,10104,10076,10083,10088,10111,10074,10229,10245,10216,10223,10228,52,52,83,63,62,87,49,-9999,-9999,-9999,-9999,79,72,71,72,74,89,81,65,75,78,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NW,17,NE,4,NNE,32,NNE,14,17,NNW,38,NW,70,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
324,K8612,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,22,40,32,31,41,22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,7,-1,7,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
325,K8656,2022-02-10,9771,9789,9763,9778,9775,9796,9761,10281,10300,10270,10289,10285,35,35,68,35,43,71,31,-9999,-9999,-9999,-9999,77,72,71,69,72,98,92,72,88,88,68,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,1,5,,-9999,-9999,-1,-1,NNW,21,N,14,N,21,E,19,19,NNW,31,NE,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
326,K8657,2022-02-10,10218,10237,10206,10219,10220,10247,10203,10264,10283,10252,10265,10266,66,63,100,80,77,102,60,-9999,-9999,-9999,-9999,94,92,79,80,86,97,96,64,75,83,61,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,C,0,C,0,W,9,W,3,3,WSW,16,WSW,29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
327,K8658,2022-02-10,10175,10195,10172,10190,10183,10203,10169,10262,10283,10259,10277,10270,64,64,87,69,71,89,62,-9999,-9999,-9999,-9999,86,80,74,71,78,89,83,66,71,77,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,1,2,,-9999,-9999,-1,-1,NW,75,NNW,54,N,36,NNW,46,53,NNE,108,NNE,125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
328,K8659,2022-02-10,10168,10183,10157,10173,10170,10193,10154,10238,10253,10226,10243,10240,62,62,99,74,74,104,56,-9999,-9999,-9999,-9999,95,84,77,75,83,100,89,63,73,81,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,WSW,7,NNW,3,WSW,13,E,13,9,E,27,WSW,62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
329,K8713,2022-02-10,9332,9347,9325,9335,9335,9354,9324,10247,10268,10241,10256,10253,9,2,27,11,12,31,0,-9999,-9999,-9999,-9999,65,62,64,64,64,100,100,86,97,96,84,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,12,-1,12,,-9999,-9999,-1,-1,W,19,SW,20,SW,8,C,2,12,WSW,22,W,45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
330,K8746,2022-02-10,9599,9615,9590,9597,9600,9623,9589,10248,10266,10236,10247,10249,19,16,47,24,26,48,14,-9999,-9999,-9999,-9999,69,68,71,67,69,99,99,83,93,94,81,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,7,-1,7,,-9999,-9999,-1,-1,W,14,NW,23,WNW,29,NW,18,21,WSW,32,W,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
331,K8747,2022-02-10,10143,10162,10132,10146,10146,10169,10131,10245,10264,10234,10248,10248,55,57,88,65,66,95,53,-9999,-9999,-9999,-9999,83,80,68,73,76,92,87,60,75,78,58,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,WNW,52,WNW,6,W,71,E,28,39,WNW,66,N,101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
332,K8404,2022-02-10,10227,10243,10225,10238,10233,10255,10220,10231,10247,10229,10242,10237,69,74,94,80,79,99,67,-9999,-9999,-9999,-9999,94,86,80,77,84,95,84,68,72,80,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,N,16,NNW,26,ENE,39,ESE,12,23,N,44,ENE,85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
333,K8505,2022-02-10,10224,10242,10217,10238,10230,10250,10213,10233,10251,-9999,10247,10244,76,83,115,81,89,129,71,-9999,-9999,-9999,-9999,93,88,87,78,86,89,80,64,72,76,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,2,NW,13,ESE,22,ENE,14,13,ESE,31,NE,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
334,K8506,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73,75,87,81,79,91,70,-9999,-9999,-9999,-9999,95,90,83,80,87,93,87,74,74,82,72,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NE,21,NE,44,NE,46,NE,52,41,NE,65,NE,93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
335,K8617,2022-02-10,10230,10247,10218,10237,10233,10255,10215,10241,10258,10229,10248,10244,65,72,107,76,80,121,61,-9999,-9999,-9999,-9999,91,80,78,74,81,94,79,61,71,76,55,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,N,9,N,14,N,15,E,16,14,NNW,26,NNW,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,K8618,2022-02-10,10226,10244,10213,10226,10227,10254,10210,10243,10262,10230,10243,10244,65,63,102,79,77,107,58,-9999,-9999,-9999,-9999,95,91,78,79,86,98,95,63,74,82,61,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,C,0,C,2,NNW,18,E,12,8,NNE,23,ENE,40,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
337,K8707,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,51,49,71,60,58,75,45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,1,4,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
338,K8759,2022-02-10,10172,10188,10159,10170,10172,10194,10157,10248,10264,10235,10246,10248,54,59,96,71,70,118,53,-9999,-9999,-9999,-9999,84,75,69,76,76,94,81,58,75,77,50,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,W,7,WSW,12,SW,20,ESE,10,12,WSW,27,WSW,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
339,K8760,2022-02-10,10174,10191,10161,10172,10174,10197,10159,10251,10269,10238,10249,10252,57,59,93,70,70,99,54,-9999,-9999,-9999,-9999,81,75,69,76,75,89,81,59,76,76,57,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,NNW,13,NNW,16,N,25,C,1,14,N,30,NW,56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
340,K8761,2022-02-10,9522,9538,9514,9522,9524,9544,9513,10253,10274,10245,10257,10257,19,10,37,22,22,40,10,-9999,-9999,-9999,-9999,69,64,65,66,66,98,98,82,92,92,78,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,1,4,,-9999,-9999,-1,-1,NNE,10,N,18,NNE,21,N,31,20,N,37,NNE,61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
341,K8762,2022-02-10,9830,9849,9821,9833,9833,9854,9820,10250,10271,10241,10255,10254,35,31,58,39,41,61,30,-9999,-9999,-9999,-9999,77,72,69,70,72,98,94,75,87,88,70,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,SW,13,W,16,SW,21,SSE,21,18,SW,30,SW,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
342,K8763,2022-02-10,9285,9300,9277,9288,9288,9307,9277,10237,10258,10230,10246,10243,7,-2,20,7,8,21,-3,-9999,-9999,-9999,-9999,64,60,64,64,63,100,100,91,99,98,88,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,7,-1,7,,-9999,-9999,-1,-1,N,20,C,0,N,32,NE,22,18,NNE,38,NE,55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,K8764,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53,56,83,67,65,85,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,11,2,13,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
344,K8765,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36,29,57,30,38,59,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,6,-1,6,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
345,K8766,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35,28,54,32,37,56,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,1,5,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
346,K8767,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57,58,89,64,67,101,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
347,K8768,2022-02-10,9984,10002,9974,9983,9986,10010,9972,10245,10265,-9999,10245,10252,49,41,70,52,53,72,41,-9999,-9999,-9999,-9999,85,78,73,80,79,98,95,73,91,89,71,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,6,-1,6,,-9999,-9999,-1,-1,SSW,5,S,9,NNE,11,WSW,7,8,N,17,N,31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
348,K8556,2022-02-10,10226,10243,10216,10238,10231,10251,10213,10243,10260,10233,10255,10248,77,85,116,80,90,120,69,-9999,-9999,-9999,-9999,87,79,89,78,83,83,71,65,73,73,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,N,18,N,22,ENE,15,NE,14,17,NNE,28,NNE,64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
